identifier,pm_id,pmc_id,doi,title,keywords,authors,journal,article_type,year,project_serial_num,project_num,dbgap_accession,research_initiative,sub_project,likert_score,explanation_DeepSeek-R1-Distill-Qwen-32B,explanation_Llama-3.3-70B-Instruct
33447880_phs002699.v1.p1,33447880,PMC7878404,doi:10.1007/s00441-020-03349-9,The functional relevance of olfactory marker protein in the vertebrate olfactory system: a never-ending story.,Animals|Olfactory Marker Protein|Olfactory Receptor Neurons|Olfactory bulb|Olfactory marker protein|Olfactory receptor neurons|Signal transduction|Vertebrates,"Dibattista, Michele|Al Koborssy, Dolly|Genovese, Federica|Reisert, Johannes",Cell and tissue research,Journal Article|Review,2021,DC019578,1U01DC019578-01,phs002699.v1.p1,RADx-rad,Chemosensory Testing,1.5,"The publication abstract discusses the functional relevance of olfactory marker protein (OMP) in the vertebrate olfactory system, focusing on its role in olfactory transduction and neuronal development. This is unrelated to the objectives of the funding opportunity and grant abstract, which focus on developing and deploying a rapid smell test (SCENTinel) for COVID-19 surveillance. The publication does not address chemosensory testing as a diagnostic tool for COVID-19 or any aspects related to the RADx-rad initiative.","The publication abstract is related to the study of olfactory marker protein (OMP) and its role in the vertebrate olfactory system, which is tangentially related to the topic of chemosensory testing for COVID-19. However, the publication abstract does not directly address the research objectives of the funding opportunity or the grant abstract, which focus on developing and deploying a rapid smell test for COVID-19 surveillance. While the publication abstract discusses the importance of understanding olfactory systems, it does not provide insights into the development of a smell test for COVID-19 or the relationship between smell loss and COVID-19 diagnosis. Therefore, the publication abstract is not strongly related to the funding opportunity or the grant abstract, resulting in a score of 2 (Disagree)."
33513442_phs002689.v1.p1,33513442,PMC8354572,doi:10.1016/j.mito.2021.01.006,Comparison of whole genome sequencing and targeted sequencing for mitochondrial DNA.,"Asthma|DNA, Mitochondrial|Humans|Mitochondrial DNA|Targeted sequencing|Whole Genome Sequencing|Whole genome sequencing","Chen, Ruoying|Aldred, Micheala A|Xu, Weiling|Zein, Joe|Bazeley, Peter|Comhair, Suzy A A|Meyers, Deborah A|Bleecker, Eugene R|Liu, Chunyu|Erzurum, Serpil C|Hu, Bo|",Mitochondrion,"Comparative Study|Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2021,HL146002,3U01HL146002-04S2,phs002689.v1.p1,RADx-rad,Novel Biosensing and VOC,1.5,"The publication abstract discusses the comparison of whole genome sequencing and targeted sequencing for mitochondrial DNA, which is unrelated to the funding opportunity and grant abstract focused on developing rapid saliva-based COVID-19 tests. The publication does not address any aspects of COVID-19 diagnostics, biosensing technologies, or the objectives outlined in the funding opportunity.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses a comparison of whole genome sequencing and targeted sequencing for mitochondrial DNA, which is not relevant to the COVID-19 diagnostic technologies being developed."
33545021_phs002689.v1.p1,33545021,PMC8017570,doi:10.1164/rccm.202009-3713OC,Mixed Sputum Granulocyte Longitudinal Impact on Lung Function in the Severe Asthma Research Program.,"Adult|Aged|Aged, 80 and over|Asthma|Cohort Studies|Eosinophils|Female|Genetic Variation|Granulocytes|Humans|Inflammation|Lung|Male|Middle Aged|Phenotype|Respiratory Function Tests|Severity of Illness Index|Sputum|eosinophils|exacerbations|healthcare use|longitudinal inflammation|neutrophils","Hastie, Annette T|Mauger, David T|Denlinger, Loren C|Coverstone, Andrea|Castro, Mario|Erzurum, Serpil|Jarjour, Nizar|Levy, Bruce D|Meyers, Deborah A|Moore, Wendy C|Phillips, Brenda R|Wenzel, Sally E|Fahy, John V|Israel, Elliot|Bleecker, Eugene R",American journal of respiratory and critical care medicine,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2021,HL146002,3U01HL146002-04S2,phs002689.v1.p1,RADx-rad,Novel Biosensing and VOC,1.5,"The publication abstract discusses the impact of sputum granulocyte variability on lung function in severe asthma, which is unrelated to the funding opportunity and grant abstract focused on developing rapid saliva-based COVID-19 tests. The research objectives of the funding opportunity involve creating non-invasive, rapid diagnostic tools for COVID-19, while the publication focuses on asthma pathophysiology and clinical outcomes, with no connection to COVID-19 testing or biosensing technologies.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses the longitudinal impact of sputum granulocyte on lung function in severe asthma patients. Although both topics are related to respiratory health, they are distinct and unrelated in terms of specific research objectives and goals."
33577895_phs002689.v1.p1,33577895,PMC8349941,doi:10.1016/j.jaci.2021.01.029,Quantitative CT metrics are associated with longitudinal lung function decline and future asthma exacerbations: Results from SARP-3.,"Adult|Airway Remodeling|Asthma|CT imaging|Disease Progression|Female|Forced Expiratory Volume|Humans|Lung|Male|Middle Aged|Prognosis|Tomography, X-Ray Computed|asthma exacerbations|asthma morbidity|longitudinal|lung function|severe asthma","Krings, James G|Goss, Charles W|Lew, Daphne|Samant, Maanasi|McGregor, Mary Clare|Boomer, Jonathan|Bacharier, Leonard B|Sheshadri, Ajay|Hall, Chase|Brownell, Joshua|Schechtman, Ken B|Peterson, Samuel|McEleney, Stephen|Mauger, David T|Fahy, John V|Fain, Sean B|Denlinger, Loren C|Israel, Elliot|Washko, George|Hoffman, Eric|Wenzel, Sally E|Castro, Mario|",The Journal of allergy and clinical immunology,"Journal Article|Research Support, N.I.H., Extramural",2021,HL146002,3U01HL146002-04S2,phs002689.v1.p1,RADx-rad,Novel Biosensing and VOC,1.5,"The publication abstract discusses the association between quantitative CT metrics and lung function decline and asthma exacerbations. This is unrelated to the funding opportunity and grant abstract, which focus on developing rapid, non-invasive saliva-based COVID-19 tests. The publication does not address COVID-19, biosensing technologies, or the objectives outlined in the funding opportunity.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses the association between quantitative CT metrics and longitudinal lung function decline and future asthma exacerbations. There is no clear connection between the two topics, and the publication abstract does not address the specific aims and objectives outlined in the funding opportunity and grant abstract."
33616417_phs002600.v1.p1,33616417,PMC9770100,doi:10.1094/PHYTO-10-20-0472-R,Analysis of Volatile Profiles for Tracking Asymptomatic Infections of <i>Phytophthora ramorum</i> and Other Pathogens in <i>Rhododendron</i>.,Asymptomatic Infections|North America|Phytophthora|Plant Diseases|Rhododendron|mass spectrometry|metabolomics|nursery detection|oomycetes|pathogen detection|ramorum blight|volatile organic compounds (VOCs),"Thompson, Cai H|McCartney, Mitchell M|Roubtsova, Tatiana V|Kasuga, Takao|Ebeler, Susan E|Davis, Cristina E|Bostock, Richard M",Phytopathology,Journal Article,2021,TR003795,1U18TR003795-01,phs002600.v1.p1,RADx-rad,SCENT,2.0,"The publication abstract focuses on detecting asymptomatic infections of a plant pathogen using VOC analysis, which is unrelated to the funding opportunity and grant abstract that target human COVID-19 diagnostics. While both involve VOCs, the contexts and objectives differ significantly.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of portable sensing devices for detecting COVID-19 through volatile organic compounds (VOCs) in human breath or skin, whereas the publication abstract discusses the analysis of VOCs for tracking asymptomatic infections of Phytophthora ramorum in Rhododendron plants. Although both involve VOC analysis, the context and application are different, and the publication abstract does not address the specific goals of detecting COVID-19 or developing portable diagnostic devices for human health."
33654130_phs002585.v1.p1,33654130,PMC7925649,doi:10.1038/s41598-021-83882-x,Altered metabolic and inflammatory transcriptomics after cardiac surgery in neonates with congenital heart disease.,"Cardiac Surgical Procedures|Cardiopulmonary Bypass|Female|Humans|Hypoplastic Left Heart Syndrome|Infant, Newborn|Male|Metabolome|Prospective Studies|Transcriptome","Jain, Parag N|Robertson, Matthew|Lasa, Javier J|Shekerdemian, Lara|Guffey, Danielle|Zhang, Yuhao|Lingappan, Krithika|Checchia, Paul|Coarfa, Cristian",Scientific reports,"Clinical Trial|Journal Article|Observational Study|Research Support, N.I.H., Extramural",2021,HD105593,1R61HD105593-01,phs002585.v1.p1,RADx-rad,PreVAIL kIds,2.0,"The publication abstract focuses on transcriptome profiles in neonates with congenital heart disease after cardiac surgery, specifically examining inflammatory and metabolic pathways. While it discusses transcriptomics and inflammation, it does not address the specific objectives of the funding opportunity related to COVID-19, MIS-C, or the development of diagnostic and prognostic biomarkers for SARS-CoV-2 in children. The study's context is unrelated to the pandemic or the RADx-rad initiative, making it less relevant to the grant's objectives.","The publication abstract does not directly address the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on developing novel approaches to characterize the spectrum of SARS-CoV-2 associated illness in children, including the multisystem inflammatory syndrome in children (MIS-C), and identifying biomarkers and/or biosignatures for a prognostic algorithm to predict disease severity. In contrast, the publication abstract discusses a study on altered metabolic and inflammatory transcriptomics after cardiac surgery in neonates with congenital heart disease, which is not directly related to the research objectives of the funding opportunity or the grant abstract. While both the grant abstract and the publication abstract involve the analysis of transcriptomics and inflammatory markers, the context and focus of the research are different."
33771493_phs002689.v1.p1,33771493,PMC8277679,doi:10.1016/j.jaip.2021.02.047,The association of plasma IL-6 with measures of asthma morbidity in a moderate-severe pediatric cohort aged 6-18 years.,Asthma|Child|Cohort Studies|Humans|Interleukin-6|Morbidity,"Permaul, Perdita|Peters, Michael C|Petty, Carter R|Cardet, Juan Carlos|Ly, Ngoc P|Ramratnam, Sima K|Ross, Kristie|Fitzpatrick, Anne|Israel, Elliot|Bacharier, Leonard B|Phipatanakul, Wanda|",The journal of allergy and clinical immunology. In practice,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2021,HL146002,3U01HL146002-04S2,phs002689.v1.p1,RADx-rad,Novel Biosensing and VOC,1.0,"The publication abstract discusses the association of interleukin-6 (IL-6) with asthma morbidity in children, which is unrelated to the funding opportunity and grant abstract focused on developing rapid COVID-19 diagnostic tests. The publication does not address any aspects of COVID-19, biosensing technologies, or the objectives outlined in the RADx-rad initiative.","The publication abstract is unrelated to the research objectives of the funding opportunity and the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, while the publication abstract discusses the association of plasma IL-6 with measures of asthma morbidity in a pediatric cohort, which is a completely different topic."
33795001_phs002525.v1.p1,33795001,PMC8016160,doi:10.1186/s40168-021-01020-1,A comprehensive metagenomics framework to characterize organisms relevant for planetary protection.,"Environment, Controlled|Extremophile|Humans|Metagenome|Metagenomics|Microbial profiling|Planetary Protection|Space Flight|Spacecraft|Spacecraft Assembly Facility","Danko, David C|Sierra, Maria A|Benardini, James N|Guan, Lisa|Wood, Jason M|Singh, Nitin|Seuylemezian, Arman|Butler, Daniel J|Ryon, Krista|Kuchin, Katerina|Meleshko, Dmitry|Bhattacharya, Chandrima|Venkateswaran, Kasthuri J|Mason, Christopher E",Microbiome,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.|Video-Audio Media",2021,DA053941,1U01DA053941-01,phs002525.v1.p1,RADx-rad,Wastewater,1.5,"The publication abstract focuses on a metagenomics framework for characterizing microorganisms in clean rooms, which is unrelated to the funding opportunity and grant abstract that address wastewater-based surveillance for COVID-19. The publication does not discuss SARS-CoV-2, wastewater testing, or any aspects related to the RADx-rad initiative.","The publication abstract does not directly address the research objectives of the funding opportunity or the grant abstract, which focus on wastewater-based testing for SARS-CoV-2 and COVID-19 surveillance. The publication abstract discusses a metagenomics framework for characterizing microorganisms in clean rooms for planetary protection, which is a different topic. While both involve the analysis of microorganisms, the context and goals of the research are distinct, and there is no clear connection between the publication and the funding opportunity or grant abstract."
33819338_phs002603.v1.p1,33819338,PMC8202764,doi:10.1097/ALN.0000000000003765,Concordance of Upper and Lower Respiratory Tract Samples for SARS-CoV-2 in Pediatric Patients: Research Letter.,"Adolescent|Bronchi|COVID-19|COVID-19 Nucleic Acid Testing|Child|Child, Preschool|Female|Humans|Infant|Infant, Newborn|Male|Pediatrics|Reproducibility of Results|SARS-CoV-2|Trachea","Lin, Elaina E|Akaho, Elikplim H|Sobilo, Anna|Blatz, Allison M|Otto, William R|Odom John, Audrey R",Anesthesiology,"Letter|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",2021,HD105594,1R61HD105594-01,phs002603.v1.p1,RADx-rad,PreVAIL kIds,3.0,"The publication abstract discusses the concordance of upper and lower respiratory tract samples for SARS-CoV-2 in pediatric patients. While this is related to COVID-19 testing, it does not directly address the specific objectives of the funding opportunity and grant abstract, which focus on developing novel diagnostic and prognostic biomarkers for MIS-C in children. The publication's focus on respiratory sample concordance is more aligned with general diagnostic testing rather than the specific aims of characterizing MIS-C and developing a prognostic algorithm.","The publication abstract is related to the research objectives of the funding opportunity and the grant abstract. The funding opportunity aims to support innovative research to develop novel approaches to diagnose and characterize the spectrum of SARS CoV-2 associated illness in children, including the multisystem inflammatory syndrome in children (MIS-C). The grant abstract focuses on developing a diagnostic strategy to distinguish children with MIS-C from children with other causes of fever. The publication abstract discusses the concordance of upper and lower respiratory tract samples for SARS-CoV-2 in pediatric patients, which is relevant to the development of diagnostic strategies for MIS-C. While the publication abstract does not directly address the specific goals of the grant abstract, it contributes to the understanding of SARS-CoV-2 in pediatric patients, which is a crucial aspect of developing effective diagnostic approaches for MIS-C."
33825513_phs002689.v1.p1,33825513,PMC8165947,doi:10.1148/radiol.2021203711,Pulmonary Functional Imaging: Part 1-State-of-the-Art Technical and Physiologic Underpinnings.,"Artificial Intelligence|Contrast Media|Humans|Image Enhancement|Image Interpretation, Computer-Assisted|Lung Diseases|Magnetic Resonance Imaging|Respiratory Function Tests|Tomography, X-Ray Computed","Ohno, Yoshiharu|Seo, Joon Beom|Parraga, Grace|Lee, Kyung Soo|Gefter, Warren B|Fain, Sean B|Schiebler, Mark L|Hatabu, Hiroto",Radiology,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Review",2021,HL146002,3U01HL146002-04S2,phs002689.v1.p1,RADx-rad,Novel Biosensing and VOC,1.5,"The publication abstract focuses on pulmonary functional imaging techniques, including advanced imaging methods and their clinical applications. This is unrelated to the funding opportunity and grant abstract, which are centered on developing rapid, non-invasive biosensing technologies for COVID-19 detection using skin and oral cavity samples. The publication does not address COVID-19 diagnostics, biosensing, or the specific objectives outlined in the funding opportunity.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on the development of novel biosensing and detection approaches for COVID-19, specifically using skin and oral cavity samples. In contrast, the publication abstract discusses pulmonary functional imaging technologies, including CT and MRI methods, and their applications in measuring pulmonary pathologic changes. While both topics are related to medical diagnostics, they are distinct and unrelated in terms of specific research objectives and methodologies."
33851148_phs002583.v1.p1,33851148,PMC8043462,doi:10.21203/rs.3.rs-396257/v1,Development of a Novel Human CD147 Transgenic NSG Mouse Model to test SARS-CoV-2 Infection and Immune Responses.,,"Badeti, Saiaditya|Tseng, Hsiang-Chi|Romanienko, Peter|Yehia, Ghassan|Liu, Dongfang",Research square,Journal Article|Preprint,2021,HL150852,5U01HL150852-02,phs002583.v1.p1,RADx-rad,Novel Biosensing and VOC,2.0,"The publication abstract describes the development of a transgenic mouse model to study SARS-CoV-2 infection and immune responses. While this research is related to COVID-19, it does not directly address the specific objectives of the funding opportunity, which focuses on the development of novel biosensing and detection technologies for COVID-19. The publication's focus on animal models for understanding viral infection and immune responses is more aligned with basic research rather than the applied technology development emphasized in the funding opportunity and grant abstract.","The publication abstract does not directly address the research objectives of the funding opportunity, which focuses on the development of novel biosensing and detection approaches for COVID-19. The publication abstract discusses the development of a human CD147 transgenic NSG mouse model to study SARS-CoV-2 infection and immune responses, which is not directly related to the biosensing and detection technologies solicited in the funding opportunity. While the publication may be relevant to the broader context of COVID-19 research, it does not align with the specific goals and objectives of the funding opportunity."
33860304_phs002631.v1.p1,33860304,PMC8130506,doi:10.1093/chemse/bjab020,Parsing Sage and Rosemary in Time: The Machine Learning Race to Crack Olfactory Perception.,Humans|Machine Learning|Molecular Structure|Odorants|Olfactory Perception|Time Factors|Volatile Organic Compounds|computation|feature extraction|modeling|olfaction|psychophysics|smell,"Gerkin, Richard C",Chemical senses,"Journal Article|Research Support, N.I.H., Extramural",2021,DC019573,1U01DC019573-01,phs002631.v1.p1,RADx-rad,Chemosensory Testing,2.5,"The publication abstract discusses machine learning models for predicting odor characteristics of molecules, which is related to olfactory perception. However, the grant abstract focuses on developing objective smell tests for COVID-19 screening and surveillance. While both involve olfactory research, the publication's focus on molecular modeling and odor prediction does not directly address the grant's aims of creating screening tools for COVID-19. Therefore, the publication is somewhat related but not directly aligned with the grant's objectives.","The publication abstract, while related to olfactory perception, does not directly address the research objectives of the funding opportunity or the grant abstract, which focus on developing and implementing objective, self-administered smell tests for COVID-19 screening and surveillance. The publication abstract discusses a machine learning approach to predict the odor character of molecules, which is a more basic science-focused topic. While there may be some indirect relevance, the publication abstract does not demonstrate a strong connection to the specific goals and objectives of the funding opportunity or the grant abstract."
33867235_phs002563.v1.p1,33867235,PMC7997853,doi:10.1053/j.jvca.2021.03.035,Outcomes and Risk Factors for Cardiovascular Events in Hospitalized COVID-19 Patients.,Adult|COVID-19|Cardiovascular Diseases|Comorbidity|Hospitalization|Humans|Male|Retrospective Studies|Risk Factors|SARS-CoV-2|cardiovascular|coronavirus|outcome|risk factors,"Xu, Qian|Samanapally, Harideep|Nathala, Pavani|Salunkhe, Vidyulata|Furmanek, Stephen|Cahill, Meredith N|McGuffin, Trevor|Mohammad, Tahboub|Marsili, Bradford|Petrey, Jessica|Carrico, Ruth|Ramirez, Julio|Akca, Ozan|Clifford, Sean P|Pahwa, Siddharth|Roser, Lynn|Kong, Maiying|Huang, Jiapeng|",Journal of cardiothoracic and vascular anesthesia,"Journal Article|Research Support, N.I.H., Extramural",2021,TR003787,1U18TR003787-01,phs002563.v1.p1,RADx-rad,SCENT,1.5,"The publication abstract focuses on cardiovascular outcomes and risk factors in hospitalized COVID-19 patients, which is unrelated to the funding opportunity and grant abstract that aim to develop a portable breath analysis device for COVID-19 screening. The publication does not address VOC analysis, electronic nose technology, or any of the objectives outlined in the funding opportunity.","The publication abstract is not directly related to the research objectives of the funding opportunity or the grant abstract. The funding opportunity and grant abstract focus on developing novel biosensing technologies for detecting COVID-19 using volatile organic compounds (VOCs) from skin or exhaled breath, while the publication abstract discusses outcomes and risk factors for cardiovascular events in hospitalized COVID-19 patients. Although both are related to COVID-19, they address different aspects of the disease and do not share a common research objective."
33949910_phs002585.v1.p1,33949910,,doi:10.1080/08880018.2021.1917737,Immune thrombocytopenia following multisystem inflammatory syndrome in children (MIS-C) - a case series.,"Anti-Inflammatory Agents, Non-Steroidal|Aspirin|COVID-19|Child|Disease Management|Glucocorticoids|Humans|ITP|Infant|MIS-C|Male|Methylprednisolone|Platelet Count|Prednisolone|Purpura, Thrombocytopenic, Idiopathic|SARS-CoV-2|Systemic Inflammatory Response Syndrome|novel coronavirus","Kok, Eric Y|Srivaths, Lakshmi|Grimes, Amanda B|Vogel, Tiphanie P|Sexson Tejtel, S Kristen|Muscal, Eyal",Pediatric hematology and oncology,Case Reports|Journal Article,2021,HD105593,1R61HD105593-01,phs002585.v1.p1,RADx-rad,PreVAIL kIds,3.0,"The publication abstract describes a case series of immune thrombocytopenia (ITP) following MIS-C, which is a condition associated with SARS-CoV-2 infection in children. While MIS-C is mentioned in the funding opportunity and grant abstract, the publication focuses on a specific complication (ITP) rather than the broader objectives of characterizing the spectrum of SARS-CoV-2 associated illness or developing biomarkers and prognostic algorithms. The publication does not address the development of novel approaches, biomarkers, or biosignatures as outlined in the funding opportunity and grant abstract. Therefore, it is only partially related to the research objectives.","The publication abstract is related to the research objectives of the funding opportunity and the grant abstract. The funding opportunity aims to support innovative research to develop novel approaches to characterize the spectrum of SARS CoV-2 associated illness in children, including MIS-C, and to identify and validate biomarkers and/or biosignatures for a prognostic algorithm to predict disease severity. The grant abstract proposes an artificial intelligence/machine learning approach to integrate a rich and heterogeneous dataset to characterize the spectrum of disease and identify biosignatures that predict severity in progressive disease. The publication abstract presents a case series of patients who developed immune thrombocytopenia (ITP) following MIS-C, which is a serious complication of SARS-CoV-2. While the publication abstract does not directly address the development of biomarkers or prognostic algorithms, it does highlight the importance of monitoring patients recovering from COVID-19 or MIS-C for clinical and laboratory abnormalities, which is relevant to the overall goal of understanding and predicting disease severity in children with SARS-CoV-2 associated illness."
33978043_phs002544.v1.p1,33978043,PMC8213440,doi:10.1039/d1lc00265a,"Fabrication of tunable, high-molecular-weight polymeric nanoparticles <i>via</i> ultrafast acoustofluidic micromixing.",Lipids|Microfluidics|Nanoparticles|Particle Size|Polyethylene Glycols|Polymers,"Zhao, Shuaiguo|Huang, Po-Hsun|Zhang, Heying|Rich, Joseph|Bachman, Hunter|Ye, Jennifer|Zhang, Wenfen|Chen, Chuyi|Xie, Zhemiao|Tian, Zhenhua|Kang, Putong|Fu, Hai|Huang, Tony Jun",Lab on a chip,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Research Support, U.S. Gov't, Non-P.H.S.",2021,TR003778,1U18TR003778-01,phs002544.v1.p1,RADx-rad,Exosome,2.5,"The publication abstract discusses the fabrication of high-molecular-weight polymeric nanoparticles using an acoustofluidic platform. While this technology is related to the acoustofluidic separation (AFS) method mentioned in the grant abstract, the publication focuses on nanoparticle synthesis rather than the detection of SARS-CoV-2 or exosomes. The grant aims to reposition AFS and SERS for COVID-19 diagnostics, which is not directly addressed in the publication. Therefore, the publication is somewhat related but does not fully align with the grant's objectives.","The publication abstract is related to the development of a platform for synthesizing polymeric nanoparticles, which is not directly related to the detection of SARS-CoV-2 or the use of exosomes and extracellular RNA for COVID-19 diagnosis. While the grant abstract mentions the use of Acoustofluidic Separation (AFS) for exosome isolation, the publication abstract focuses on the fabrication of polymeric nanoparticles using an acoustofluidic platform, which is a different application of the technology. Therefore, the publication is not strongly related to the research objectives of the funding opportunity or the grant abstract."
